accX_mean,accY_mean,accZ_mean,rotX_mean,rotY_mean,rotZ_mean,accX_var,accY_var,accZ_var,rotX_var,rotY_var,rotZ_var,accX_skew,accY_skew,accZ_skew,rotX_skew,rotY_skew,rotZ_skew,accX_kurtosis,accY_kurtosis,accZ_kurtosis,rotX_kurtosis,rotY_kurtosis,rotZ_kurtosis,accX_RMS,accY_RMS,accZ_RMS,rotX_RMS,rotY_RMS,rotZ_RMS,accX_median,accY_median,accZ_median,rotX_median,rotY_median,rotZ_median,accX_max,accY_max,accZ_max,rotX_max,rotY_max,rotZ_max,accX_min,accY_min,accZ_min,rotX_min,rotY_min,rotZ_min,accX_qurt3,accY_qurt3,accZ_qurt3,rotX_qurt3,rotY_qurt3,rotZ_qurt3,accX_quart1,accY_quart1,accZ_quart1,rotX_quart1,rotY_quart1,rotZ_quart1,accX_IRQ,accY_IRQ,accZ_IRQ,rotX_IRQ,rotY_IRQ,rotZ_IRQ,FFTaccx0,FFTaccx1,FFTaccx2,FFTaccx3,FFTaccx4,FFTaccx5,FFTaccx6,FFTaccx7,FFTaccy0,FFTaccy1,FFTaccy2,FFTaccy3,FFTaccy4,FFTaccy5,FFTaccy6,FFTaccy7,FFTaccz0,FFTaccz1,FFTaccz2,FFTaccz3,FFTaccz4,FFTaccz5,FFTaccz6,FFTaccz7,ENGYX,ENGYY,ENGYZ,ENGY,cov_accXY,cov_accYZ,cov_accXZ,cov_rotXY,cov_rotYZ,cov_rotXZ,cov_accXrotX,cov_accYrotY,cov_accZrotZ
0.5362854896485805,-0.6489126596599817,0.4615599768981338,-7.19603895187378,-13.709822235107422,-4.053417091369629,0.0374054207199157,0.009719358158690185,0.09064132932387864,128.7909667348798,6251.873276686052,813.7815786427739,1.363352515656423,1.3158674891043776,-1.75398482969266,-2.4498556799132087,-0.09255277712369682,0.3128511821715629,1.1874919877025398,1.042512797118886,1.5849646324793116,5.939593341898365,3.8401312127411047,1.0613727428510489,0.5700943317798675,0.6563588942230321,0.5510707228642113,13.437780446627505,80.24856698037853,28.813395647847226,0.451322078704834,-0.6871235966682433,0.5810134522616863,-4.310325622558593,-4.113189697265625,-5.3244895935058585,1.180633544921875,-0.3639322519302368,0.7526855468750001,5.345344543457031,249.71582031250003,68.30393981933594,0.33215904235839844,-0.7486709952354431,-0.3620253745466471,-52.11257934570313,-240.0948486328125,-62.02589416503906,0.603442907333374,-0.6119923861697316,0.6211739182472229,-2.212137222290039,0.7293548583984374,4.3230857849121085,0.4089030027389527,-0.7238198965787886,0.5372561216354369,-6.437343597412107,-19.814142227172848,-13.043448209762573,0.1945399045944213,0.11182751040905714,0.08391779661178589,4.225206375122069,20.54349708557129,17.366533994674686,0.013163183285331836,-0.010035106907704691,-0.04515999916072279,478.18269016906737,786.4760639210258,137.9808903689398,-0.40118696542206905,2.3140131266765698,2.038944956695771,1.0725709792971612,0.20644881910616167,0.12765536713126135,0.05379497496285697,0.020149441677048657,0.0324258204341822,0.036968345155432326,0.02779360825922693,1.2978253193199636,0.1158499171499158,0.0442728932979032,0.03965766126301128,0.033712424674737985,0.0109254392025404,0.011698554781736464,0.01565771111587393,0.9231199537962675,0.2635864243484011,0.23646598134517002,0.18175717107144915,0.1210496008649004,0.05264054406355927,0.022760040808433333,0.03241323946677641,0.0747952672193927,0.019427375643692374,0.18122637641774306,0.038814754432326966
0.6820122383294568,-0.6673157930284017,0.2083980110624144,-3.4001636812763834,-8.13893086487247,6.120936724447434,0.019052460965501433,0.013971450405619331,0.04605473135422241,255.71517273475487,321.12446643251127,650.464291161698,0.9482690276166515,1.8212522915621503,-0.8314128777353313,0.2818643144969273,0.8454058484787212,1.8009956180955893,-0.015806783016215853,2.7815700890579422,-0.6747987625241,0.6309350259322688,4.571988809445078,3.03555856167892,0.6958398912082125,0.6777033407256777,0.2991395366196061,16.348586660449453,19.6816326064604,26.228422704127432,0.6320772320032121,-0.6995770335197449,0.2598519921302795,-1.9695129394531248,-6.83294677734375,-3.0978136062622075,1.0043156147003172,-0.2969105839729309,0.44103285670280457,39.92193603515625,62.814697265625,89.90119552612303,0.4845485687255858,-0.7721310853958131,-0.2381732463836669,-35.18212890625,-63.34912109375,-40.81103515625,0.7587047256529331,-0.6482897698879242,0.398420125246048,-0.1524505615234375,-0.9784469604492188,7.451423168182372,0.5878778845071793,-0.7520396411418913,0.13288259506225586,-9.310961961746218,-14.761707305908205,-7.7710113525390625,0.17082684114575386,0.10374987125396727,0.2655375301837921,9.158511400222777,13.783260345458984,15.222434520721436,0.012424267576833264,-0.003220817170791476,-0.015240000310411844,113.32746483109214,174.49185010511334,354.95034882845965,-0.11325191356442048,0.5384106035674667,2.339174164730736,1.3640244766589131,0.15082701179542915,0.06698429774990644,0.0480159744620372,0.05364637074452104,0.02644999714423197,0.026726729483774525,0.022822469425058545,1.3346315860568034,0.1294257765334232,0.05965195181369039,0.03521315517975632,0.0436846314805877,0.03797987652901725,0.029635233327113937,0.02065133973468072,0.4167960221248288,0.2650353534603033,0.1147706233534688,0.043559806531907636,0.0033616324395997817,0.015876393680860443,0.0354290666401298,0.02032602564673229,0.03808457785440033,0.02791854189811116,0.09208446070871283,0.010709427956078944
0.7067556203679836,-0.6420977270983635,0.09841400634576666,9.07557478356869,27.503163631926192,-4.1456977128982535,0.016492957306284417,0.00890825111219635,0.07447184253077943,1527.6789885073465,2882.716948660005,480.56504809959887,-0.5733859401522239,0.4103999498399204,0.7004118760261455,0.4745835928929196,2.4219480790655137,0.1262292824302772,1.7204093262899791,-0.7495468004429043,0.4838775473403318,0.5248272889776913,5.695145230732819,0.4980196038322049,0.7183289387376911,0.6489974901777978,0.29009853356369114,40.125366617135036,60.325292858174436,22.310353148848368,0.7010177373886108,-0.6271972656249999,0.0485684871673584,-2.4521942138671875,13.017181396484375,-0.9047183990478516,1.0164022445678709,-0.4408645629882813,0.7232462763786317,98.6328125,237.33264160156253,45.92386889457703,0.32042503356933594,-0.8048159927129745,-0.4214630126953125,-83.62548828125,-25.828628540039066,-55.96752929687499,0.7775257825851442,-0.5899104401469231,0.13967201113700867,22.72199249267577,26.59286499023437,1.7711963653564446,0.6394681930541992,-0.729797273874283,0.0026021599769592285,-6.034934997558594,2.439117431640625,-13.774002075195312,0.13805758953094482,0.13988683372735974,0.13706985116004944,28.75692749023437,24.15374755859375,15.545198440551756,-0.0050057724146314285,0.014647590941033826,-0.0185702062678799,-509.5574846928418,-548.0005080103241,702.3150925679432,0.5043757362514323,0.7642793693703421,-3.405901986183113,1.4135112407359671,0.01466550991479905,0.06709286737321023,0.037201972101748575,0.09038988946083748,0.048877670462013516,0.026541639657033652,0.05297555336961033,1.2841954541967269,0.1051152952237252,0.0022602748336799715,0.016024514100647036,0.042093144983304985,0.01138297422512626,0.013447495930128379,0.03380974711666936,0.19682801269153327,0.13547848015999442,0.12237263398725265,0.211517567461568,0.16887027577131633,0.07671639732052404,0.06406633134796777,0.08224776445477824,0.03272373634888999,0.01780791467684745,0.14780243288359324,0.02323352391207864
0.6051796717746627,-0.7350939869703282,0.217568249042545,-1.3643114680335635,-4.161919820876348,2.107007503509521,0.01258047624655068,0.0026672677192417305,0.07676038290204702,567.0281121548029,1445.2237942615016,443.93219098549304,0.6578004173439534,0.4685509910803921,-1.2639170102917725,-0.1369833678170851,-2.043475920126708,0.8680977381415619,-0.7095068193998711,-1.138413664142276,0.261515496604908,0.9471744277317172,3.9249777611264607,1.289471539095164,0.6154859148476424,0.7369059895259197,0.3522730842591951,23.85140368902029,38.24323954448557,21.174788584666874,0.5637054452672601,-0.7616534493863583,0.3248238265514374,-5.158134460449219,9.710060119628904,1.18166446685791,0.8524169921875,-0.63671875,0.47287870943546295,50.86360168457031,37.62744140625,58.228431701660156,0.4407630860805512,-0.8207719326019287,-0.397733211517334,-61.82098388671874,-140.8985595703125,-41.39491271972656,0.6982430070638657,-0.6832571551203727,0.4180055856704712,9.70637512207031,17.1815185546875,5.4354248046875,0.5410534739494324,-0.7717064963653683,0.11418552696704865,-7.8833298683166495,-9.830410957336424,-6.6475601196289045,0.1571895331144333,0.0884493412449956,0.3038200587034225,17.589704990386966,27.011929512023922,12.082984924316404,0.0044077040287520755,-0.012048639070360159,-0.02558411899705584,750.0952387728184,599.0456186024027,486.5988205010423,0.4705749892215561,-0.6772892374219662,0.7000932276581608,1.2103593435493254,0.10657635437083024,0.09012708473325687,0.02835242580693785,0.014738596857848387,0.04269497013855104,0.03430650879611515,0.013128263002593062,1.4701879739406565,0.06035938238384835,0.026725495065861082,0.012786661216074049,0.009039170004825141,0.007146171673427793,0.008739424558915477,0.010965981053322856,0.43513649808509,0.30818841698305144,0.20036627091936604,0.08181941845952756,0.08112932133895448,0.0053902335357579045,0.025596059738009092,0.02722421098066161,0.025134650601678098,0.0053345313859926215,0.15352029820895466,0.024228689848142942
0.7711635820567608,-0.5567081066779793,0.0566653166199103,1.5550577481587733,-3.954040368398031,-3.439921299616496,0.013914520236850471,0.026723317930976657,0.0854053844090372,251.02275372488484,408.4639435320999,309.9861935421522,-0.4842162374562563,0.7871796083035699,-0.8184778276464498,0.9009644041948204,-0.7293427575738196,0.6988099608719748,0.3504402340088304,-0.7010175871108042,-0.8791418732039675,1.4430236830693859,0.592636595877766,0.3888968515770013,0.7801331876849394,0.5802130935888614,0.29768497193622634,15.919829092204273,20.59364899106084,17.93932139434788,0.7629518508911132,-0.6205886602401733,0.2128883600234985,-1.4427356719970703,-0.2724990844726563,-2.3807106018066406,0.9946556091308592,-0.21630859375,0.3654676675796509,49.9356689453125,38.05224609375,45.91590881347656,0.4146885871887207,-0.797551155090332,-0.5591621398925781,-32.9259033203125,-61.78002929687499,-35.889190673828125,0.8588352799415588,-0.43956303596496576,0.2896434627473354,5.47370147705078,10.086219787597658,1.6924514770507812,0.6949886381626129,-0.6870732679963112,-0.14012217521667478,-5.9432554244995135,-14.358932495117188,-16.568714141845707,0.16384664177894592,0.2475102320313453,0.42976563796401024,11.416956901550295,24.445152282714844,18.261165618896484,0.010748697735867237,-0.044903444976161035,-0.02443327752722965,193.48838859150302,265.2546866966823,223.79737761182255,0.4383571833744032,-0.15497411241617912,1.6079819684537775,1.5423271641135217,0.11984682331500812,0.03095490715858868,0.05657636526737204,0.022545640053161217,0.03320545673465262,0.03984120346413887,0.031405468441328244,1.1134162133559584,0.1985100702934484,0.0986724387273363,0.039808598174086766,0.015091241429267788,0.0191693420041718,0.011389415709991748,0.010461808983276944,0.1133306332398206,0.3713215894177325,0.1627574798627295,0.041022496878268776,0.0095320016025012,0.0133231669941859,0.02994232894877883,0.03951437366777808,0.027787154769578763,0.0534235386834031,0.17081073870470456,0.032802508912492444
0.11603521757983952,-0.5662843573131952,0.845161865989881,-0.9855495554277268,1.2972801252343191,1.5025616089502971,0.02413289284970092,0.0021316373004743767,0.0014620018601851845,24.004988083003937,177.81348420239655,239.6649554172552,2.114434719152501,1.7409137803130843,-1.77469013766668,-2.129653115778591,-2.741254112510826,1.656616377439531,3.6546428339992647,1.913869544299696,5.12965976466632,6.870800221357238,10.422583142518695,6.0640775299695004,0.19389962498288035,0.5681633661528107,0.8460263480434179,4.99762903877506,13.397627399122744,15.553862761576186,0.07315726950764656,-0.5834870487451553,0.8521087802946566,-0.07390785217285156,3.0729522705078125,-1.6743965148925781,0.6735415458679199,-0.4127157926559448,0.9188842773437502,9.229736328125,24.232421875000004,64.1649308204651,-0.01746845245361328,-0.60870361328125,0.679570734500885,-22.34857940673828,-67.77587890625,-44.36373901367188,0.10344564914703368,-0.5772114675492047,0.8635752070695162,0.7744235992431641,6.976081848144531,2.625640869140625,0.021065533161163327,-0.5936036072671412,0.8363977670669555,-1.0754432678222656,-0.7165985107421875,-3.6455802917480473,0.08238011598587036,0.016392139717936516,0.02717744000256061,1.8498668670654297,7.692680358886719,6.271221160888673,0.0062990554745616005,-0.0006342004074838668,-0.0020226585008115074,-26.21539443162292,103.2558425433023,-63.01552617599158,-0.3162478243333824,-0.14940693574350605,-0.00047105804556877705,0.23207043515967904,0.1233401480206538,0.1065325252504064,0.0957089881742208,0.07478043589596325,0.05071338089978224,0.038103981488352416,0.02452658693099825,1.1325687146263903,0.042459996489521735,0.033483052130987415,0.028123375168009536,0.015562322229605312,0.006267395066055573,0.003970969516128429,0.0038664848289224093,1.690323731979762,0.00920693774999488,0.010184339355616577,0.00933906536360097,0.004583391388186807,0.010784236298134431,0.006893112232884639,0.015913813089701617,0.04823671723273554,0.004261942266399221,0.002920421498415948,0.0023534739030014163
0.7908252276976901,-0.4985146275162697,0.3172490093608697,-1.4586940224965412,9.656554425557454,0.12567927042643207,0.01290877036603775,0.033956511859510034,0.025979650763724767,158.48400868119347,1196.274875444601,350.9837781045375,-0.13837181201448073,0.4991245537650764,1.172042938856664,-0.6084790674719162,1.5796081608395522,-0.03827290402119293,-0.7856334395650881,-1.4115884200248898,1.014398922276275,0.7886819533055359,2.0309541183878306,0.4380182638936381,0.7989451239785755,0.5314822157957828,0.3558462936496289,12.6732709642168,35.90994178244173,18.734982609641047,0.7755308151245117,-0.601948082447052,0.25426602363586426,-0.4134006500244141,-2.5375185012817383,-3.5221405029296875,0.9904887676239011,-0.1559818983078003,0.7975411415100097,25.6195068359375,128.5177001953125,46.107666015625,0.5018463134765626,-0.7252588272094725,0.06911468505859375,-35.24922180175781,-44.23065185546875,-46.18072509765625,0.9034271240234376,-0.2725057993084192,0.4149054437875748,5.450185775756836,14.0423583984375,12.789024353027346,0.7216671407222748,-0.6529941521584988,0.20291259884834287,-4.313468933105469,-7.231323242187501,-6.8023681640625,0.18175998330116272,0.3804883528500795,0.21199284493923187,9.763654708862305,21.273681640625,19.591392517089844,0.013290687089935641,0.02303890397394692,0.0015629295962967865,-67.24365650557691,-294.54227665292717,135.54731084584304,0.3999126593320364,1.30458887704202,0.7742625437035013,1.5816504553953807,0.0958267391403996,0.0523894228212824,0.07056986573835877,0.03543963761081309,0.017847510945208468,0.03853959615947376,0.04693366506498022,0.9970292550325394,0.2367976383100907,0.07725797348727673,0.023955650124494063,0.03632054304918023,0.034923079282902045,0.007306826680756524,0.03012411457525625,0.6344980187217394,0.16915145722875968,0.10635552251265908,0.05887964888408135,0.025208385127932047,0.038863343536490805,0.043830974339512316,0.031147238399004674,0.025801724600067487,0.06791143766380778,0.05191586759511865,0.00797294966605687
0.8067410217168238,-0.4402164929331495,0.004814383287269335,-4.6324889293083755,9.20432868370643,-0.33015432724585914,0.014967177827872269,0.02963700732629545,0.15855451821335986,503.0315319832261,4394.159872200048,513.82360123933,-0.4168035324550683,0.11586618553682353,0.27147290466697743,-0.6175815821756525,0.5098933107843265,1.1887390318508242,-1.3630706616839232,-1.6763023387659681,-1.5768229916523009,1.5149793491121637,1.271150041040908,0.9503246859831298,0.8159646156228695,0.4726812540990568,0.3982181518964154,22.901779093847512,66.924431553191,22.670081674293307,0.8538831174373626,-0.4518029689788817,-0.09649714827537537,-3.2470703125,2.330780029296875,-2.8385848999023438,0.9763998985290531,-0.20981055498123166,0.5968017578125,42.961181640625,212.15710449218759,51.68109130859376,0.6090828329324722,-0.6851791143417358,-0.5271823406219481,-70.80841064453125,-128.8416748046875,-37.25942993164063,0.8964642286300659,-0.2395528126507998,0.501203991472721,0.03880691528320313,32.194549560546875,0.0765228271484375,0.6577441692352296,-0.6019369196146728,-0.3963781595230103,-8.90951919555664,-4.054276466369629,-10.331211090087887,0.2387200593948364,0.3623841069638729,0.8975821509957314,8.948326110839844,36.2488260269165,10.407733917236328,0.01122627816519852,0.06179021422711126,0.025385689738550286,-941.1806047430867,-1154.1412523593415,425.39643138650496,0.3907786149658634,4.19189433089314,-0.6297044587908385,1.6134820434336477,0.12209683960601532,0.09996070549026607,0.005426954195344363,0.03974480962022992,0.017497483601828286,0.015999231427736592,0.008746422628768269,0.8804329858662991,0.2289618924690173,0.038922631946286174,0.037202980938391327,0.016431615027591044,0.02699192292873784,0.025321633061723168,0.0130891134271884,0.009628766574538669,0.5313695605842336,0.10028178483471688,0.04520572266370853,0.1024303042952136,0.02167673615449449,0.0748264635978377,0.003853457046912048,0.02979942435715102,0.05919024291899449,0.3169301381928084,0.10483620304373978
0.6830170656284017,-0.540038313446266,-0.1094001253480993,-2.4674153635578766,11.94571199724751,-7.090056919282483,0.005942603709421789,0.032627786557545675,0.17820475528945398,911.4222590387801,4700.927360961408,319.7919716157515,0.6237482165865007,1.124304172179276,1.308455802228604,0.0658022870916565,2.317589165637545,-2.5766249473008243,-0.6689536999545425,-0.25599936663681605,0.02264411154042589,1.1350579046768148,5.3673773244759735,6.935141068374519,0.6873535594212444,0.5694463684557423,0.4360884574437093,30.29043409420045,69.59617371725683,19.23696646393128,0.6653789281845093,-0.6243837475776672,-0.30523779988288885,-5.141189575195312,3.640655517578125,-2.012657165527344,0.8490090370178222,-0.1434733867645263,0.8342798948287964,72.20579528808594,249.99237060546884,16.67938232421875,0.5441336631774902,-0.7415064573287964,-0.6166677474975585,-73.64385986328125,-82.92825317382812,-80.58093261718751,0.7225787676870824,-0.4648008644580842,-0.16431562369689345,3.1837921142578125,12.35127258300781,-0.015338897705078125,0.622478686273098,-0.6690620332956314,-0.34863546490669256,-10.426254272460936,-18.70492553710937,-7.147706985473634,0.10010008141398427,0.20426116883754727,0.1843198412097991,13.61004638671875,31.05619812011719,7.132368087768555,0.0044232798603990936,0.06903770740297176,0.0033570792315840703,-1095.5691123837973,-966.4782621754904,239.96990615869697,0.1088350895209722,1.5132249841927865,-2.22169525558991,1.3660341312568034,0.041123084699536135,0.04465491632513703,0.008439089569018367,0.051286739742940964,0.05424087052453578,0.03009902378507299,0.022298327425633056,1.080076626892532,0.2092317734256605,0.11782821818743472,0.0503936401442257,0.024772048211068532,0.02035537506731817,0.020311025793909684,0.02459641656900995,0.2188002506961986,0.4031344348395413,0.2941207164591685,0.2317154962941607,0.12341149057819215,0.016657209793458434,0.09792885516587456,0.10440014121257232,0.011885184952570686,0.06525519617480444,0.3561596850849767,0.13124921952899882
0.7844960693179108,-0.5178741849958897,0.14368524529585025,1.6578771079458845,-6.046086195038586,0.6544038958665804,0.01282785387535012,0.00949603228261555,0.12593415834478433,175.05406158010086,3566.715197616594,326.429434333234,-0.7646027928217185,0.2172047123781282,0.5246912064138912,-0.08757714838728378,0.7569843590977025,0.0717621422711067,0.20388318475747005,-1.3856299986522969,-1.280278877624287,-0.9057972233495256,0.3153143092002413,-1.4848988428070158,0.7926297601343281,0.526962715728326,0.3828571640449124,13.334264812322875,60.02724677922878,18.079205701361968,0.7994971275329592,-0.5387884378433228,0.06873559951782228,1.6640014648437502,-22.097229003906246,-1.6141738891601562,0.9650580286979676,-0.35510253906249994,0.7271513938903807,22.225189208984364,170.5498046875,29.018341064453125,0.4922389984130858,-0.6713135242462158,-0.2818666696548461,-23.831207275390625,-93.69857788085936,-27.77754211425781,0.8531343936920166,-0.41284883022308333,0.5290148258209229,11.775115966796875,29.51704406738281,19.9105224609375,0.7592543363571168,-0.6071023195981979,-0.1915296018123627,-8.032196044921875,-59.415771484375,-16.06060791015625,0.0938800573348999,0.1942534893751144,0.7205444276332855,19.807312011718754,88.93281555175781,35.97113037109376,-0.004711487959812965,0.03162012367474842,-0.02233367347141672,-518.8923156634401,-537.2079963047066,117.0498596616335,0.3286205779107172,3.1183923075725546,1.1429758805259504,1.5689921386358217,0.05317445171203145,0.12094698757555752,0.07249602438651795,0.04421581580678957,0.00795604245645593,0.0029452388953480264,0.014861895687171844,1.035748369991779,0.1343602499986511,0.010434799508199038,0.004414028041663766,0.021558863521768924,0.007484232286611806,0.011241465044304712,0.0016920387855075445,0.2873704905917005,0.4605337294694079,0.1580362337705099,0.0295328616132472,0.07969764598499457,0.038027050586616984,0.02448310059366652,0.03847281411353425,0.02564100580515036,0.01899185555281336,0.2517112169487892,0.06437668849387909
